scaffold,start,end,length,method,type,type_start,type_end,overlap,overlap/length
ptg004173l,339795,340079,284,RepeatMasker,DNA,339960,340232,120,0.42
ptg004200l,4141040,4141343,303,RepeatMasker,DNA,4138857,4141146,106,0.35
ptg004233l,2641808,2642101,293,RepeatMasker,DNA,2641534,2642081,273,0.93
ptg004233l,2641808,2642101,293,RepeatMasker,DNA,2641582,2642172,293,1.00
ptg004263l,1512346,1512644,298,RepeatMasker,DNA,1512613,1512826,32,0.11
ptg004287l,144521,144801,280,RepeatMasker,DNA,144642,144853,160,0.57
ptg004294l,4932912,4933230,318,RepeatMasker,DNA,4933090,4933452,141,0.44
ptg004295l,130925,131205,280,RepeatMasker,DNA,131046,131251,160,0.57
ptg004309l,204422,204705,283,RepeatMasker,DNA,204581,204623,43,0.15
ptg004309l,204422,204705,283,RepeatMasker,DNA,204671,204728,35,0.12
ptg004315l,610333,610623,290,RepeatMasker,DNA,609462,610400,67,0.23
ptg004317l,1174760,1175051,291,RepeatMasker,DNA,1174439,1175904,291,1.00
ptg004323l,3259376,3259671,295,RepeatMasker,DNA,3259511,3259722,161,0.55
ptg004324l,2357523,2357810,287,RepeatMasker,DNA,2357485,2357614,91,0.32
ptg004324l,2357523,2357810,287,RepeatMasker,DNA,2357635,2358462,176,0.61
ptg004345l,1722145,1722458,313,RepeatMasker,DNA,1722436,1722482,23,0.07
ptg004408l,135288,135570,282,RepeatMasker,DNA,135411,135615,160,0.57
ptg004408l,142462,142741,279,RepeatMasker,DNA,142583,142786,159,0.57
ptg004421l,852715,853008,293,RepeatMasker,DNA,852833,853032,176,0.60
ptg004443l,1239899,1240209,310,RepeatMasker,DNA,1240187,1240233,23,0.07
ptg004482l,1555235,1555534,299,RepeatMasker,DNA,1555344,1555401,58,0.19
ptg004482l,1555235,1555534,299,RepeatMasker,DNA,1555447,1556415,88,0.29
ptg004482l,1555235,1555534,299,RepeatMasker,DNA,1555447,1556423,88,0.29
ptg004489l,2019716,2019997,281,RepeatMasker,DNA,2019838,2020060,160,0.57
ptg004523l,3546630,3546922,292,RepeatMasker,DNA,3546862,3546918,57,0.20
ptg004530l,1439397,1439679,282,RepeatMasker,DNA,1439462,1439815,218,0.77
ptg004537l,647514,647822,308,RepeatMasker,DNA,647727,647991,96,0.31
ptg004537l,647514,647822,308,RepeatMasker,DNA,647755,647991,68,0.22
ptg004544l,3582590,3582873,283,RepeatMasker,DNA,3582813,3582869,57,0.20
ptg004544l,3858814,3859135,321,RepeatMasker,DNA,3856680,3858940,126,0.39
ptg004555l,2057005,2057291,286,RepeatMasker,DNA,2056681,2057097,92,0.32
ptg004558l,1744128,1744423,295,RepeatMasker,DNA,1743851,1744403,275,0.93
ptg004558l,1744128,1744423,295,RepeatMasker,DNA,1743926,1744494,295,1.00
ptg004573l,58895,59213,318,RepeatMasker,DNA,59191,59237,23,0.07
ptg004620l,4152729,4153065,336,RepeatMasker,DNA,4153003,4153061,59,0.18
ptg004646l,85614,85904,290,RepeatMasker,DNA,85380,85705,91,0.31
ptg004663l,104966,105266,300,RepeatMasker,DNA,104434,105108,142,0.47
ptg004663l,104966,105266,300,RepeatMasker,DNA,105244,105606,23,0.08
ptg004689l,3039129,3039414,285,RepeatMasker,DNA,3036942,3039229,100,0.35
ptg004727l,226947,227276,329,RepeatMasker,DNA,227039,227677,238,0.72
ptg004727l,226947,227276,329,RepeatMasker,DNA,227118,227677,159,0.48
ptg004728l,1196430,1196710,280,RepeatMasker,DNA,1196550,1196757,161,0.58
ptg004743l,3845455,3845767,312,RepeatMasker,DNA,3845401,3845579,124,0.40
ptg004756l,407322,407638,316,RepeatMasker,DNA,407578,407634,57,0.18
ptg004756l,1183010,1183329,319,RepeatMasker,DNA,1183296,1183528,34,0.11
ptg004788l,2534442,2534764,322,RepeatMasker,DNA,2534280,2534483,41,0.13
ptg004805l,111445,111732,287,RepeatMasker,DNA,109848,111543,98,0.34
ptg004849l,270087,270404,317,RepeatMasker,DNA,270004,272325,317,1.00
ptg004864l,1053892,1054205,313,RepeatMasker,DNA,1053999,1054079,81,0.26
ptg004871l,4005550,4005821,271,RepeatMasker,DNA,4005195,4005950,271,1.00
ptg004884l,179530,179812,282,RepeatMasker,DNA,179302,179708,178,0.63
ptg004899l,1070758,1071071,313,RepeatMasker,DNA,1071049,1071095,23,0.07
ptg004902l,1393836,1394159,323,RepeatMasker,DNA,1393838,1395092,322,1.00
ptg004905l,2186762,2187032,270,RepeatMasker,DNA,2186900,2188231,133,0.49
ptg005011l,1975333,1975616,283,RepeatMasker,DNA,1975398,1975750,219,0.77
ptg005020l,535239,535562,323,RepeatMasker,DNA,534261,535404,165,0.51
ptg005037l,1651814,1652094,280,RepeatMasker,DNA,1651934,1652136,161,0.58
ptg005050l,404294,404573,279,RepeatMasker,DNA,404413,404619,161,0.58
ptg005053l,1115986,1116266,280,RepeatMasker,DNA,1114772,1116317,280,1.00
ptg005056l,1533987,1534299,312,RepeatMasker,DNA,1534277,1534323,23,0.07
ptg005070l,416639,416953,314,RepeatMasker,DNA,415519,421577,314,1.00
ptg005074l,957564,957856,292,RepeatMasker,DNA,957138,957656,92,0.32
ptg005074l,2527265,2527550,285,RepeatMasker,DNA,2527266,2527808,285,1.00
ptg005081l,286293,286592,299,RepeatMasker,DNA,286296,287243,297,0.99
ptg005099l,96430,96714,284,RepeatMasker,DNA,94832,96513,83,0.29
ptg005124l,496733,497027,294,RepeatMasker,DNA,495884,496824,91,0.31
ptg005153l,1756247,1756531,284,RepeatMasker,DNA,1756264,1756744,268,0.94
ptg005168l,1411859,1412193,334,RepeatMasker,DNA,1412112,1412262,82,0.25
ptg005172l,1243150,1243440,290,RepeatMasker,DNA,1242970,1243241,91,0.31
ptg005177l,2245959,2246278,319,RepeatMasker,DNA,2246173,2246224,52,0.16
ptg005179l,1454768,1455055,287,RepeatMasker,DNA,1454484,1455010,242,0.84
ptg005179l,1713346,1713610,264,RepeatMasker,DNA,1713539,1713687,72,0.27
ptg005214l,1216281,1216557,276,RepeatMasker,DNA,1216034,1216819,276,1.00
ptg005233l,3018503,3018785,282,RepeatMasker,DNA,3018263,3018976,282,1.00
ptg005304l,806019,806347,328,RepeatMasker,DNA,806111,806749,237,0.72
ptg005304l,806019,806347,328,RepeatMasker,DNA,806190,806694,158,0.48
ptg005315l,117937,118255,318,RepeatMasker,DNA,118233,118279,23,0.07
ptg005316l,864261,864540,279,RepeatMasker,DNA,864506,864550,35,0.13
ptg005397l,398723,399040,317,RepeatMasker,DNA,399018,399064,23,0.07
ptg005398l,87587,87878,291,RepeatMasker,DNA,87540,87690,103,0.35
ptg005398l,87587,87878,291,RepeatMasker,DNA,87758,88506,121,0.42
ptg005446l,3173101,3173412,311,RepeatMasker,DNA,3173390,3173436,23,0.07
ptg005462l,1280571,1280845,274,RepeatMasker,DNA,1280811,1280855,35,0.13
ptg005462l,6633637,6633917,280,RepeatMasker,DNA,6633757,6633952,161,0.58
ptg005478l,5042794,5043074,280,RepeatMasker,DNA,5042914,5043118,161,0.58
ptg005503l,767394,767685,291,RepeatMasker,DNA,767121,767523,129,0.44
ptg005506l,2113252,2113578,326,RepeatMasker,DNA,2113214,2114222,326,1.00
ptg005506l,2498667,2498996,329,RepeatMasker,DNA,2498759,2499398,238,0.72
ptg005506l,2498667,2498996,329,RepeatMasker,DNA,2498838,2499398,159,0.48
ptg005545l,2224235,2224511,276,RepeatMasker,DNA,2223995,2225558,276,1.00
ptg005576l,230702,230997,295,RepeatMasker,DNA,230430,230977,275,0.93
ptg005576l,230702,230997,295,RepeatMasker,DNA,230478,231068,295,1.00
ptg005588l,4256371,4256684,313,RepeatMasker,DNA,4256662,4256708,23,0.07
ptg005591l,1082833,1083115,282,RepeatMasker,DNA,1082594,1083442,282,1.00
ptg005615l,7275729,7276052,323,RepeatMasker,DNA,7275677,7276025,296,0.92
ptg005618l,2298221,2298482,261,RepeatMasker,DNA,2296772,2299100,261,1.00
ptg005623l,1052745,1053035,290,RepeatMasker,DNA,1052870,1053075,166,0.57
ptg005625l,946204,946524,320,RepeatMasker,DNA,946461,946614,64,0.20
ptg005639l,26743,27066,323,RepeatMasker,DNA,26906,27105,161,0.50
ptg005642l,820373,820686,313,RepeatMasker,DNA,820664,820710,23,0.07
ptg005642l,1049901,1050209,308,RepeatMasker,DNA,1050007,1050819,203,0.66
ptg005655l,42612,42930,318,RepeatMasker,DNA,42543,42701,89,0.28
ptg005655l,42612,42930,318,RepeatMasker,DNA,42843,43145,88,0.28
ptg005672l,1112238,1112519,281,RepeatMasker,DNA,1110034,1112330,92,0.33
ptg005702l,1416835,1417106,271,RepeatMasker,DNA,1416984,1417183,123,0.45
ptg005710l,175584,175864,280,RepeatMasker,DNA,175797,176086,68,0.24
ptg005718l,88201,88516,315,RepeatMasker,DNA,88392,88546,125,0.40
ptg005727l,1410144,1410436,292,RepeatMasker,DNA,1408128,1410238,94,0.32
ptg005809l,154479,154806,327,RepeatMasker,DNA,154421,155098,327,1.00
ptg005847l,756359,756641,282,RepeatMasker,DNA,756119,756858,282,1.00
ptg005876l,168092,168371,279,RepeatMasker,DNA,168066,168190,98,0.35
ptg005897l,116010,116323,313,RepeatMasker,DNA,116301,116347,23,0.07
ptg005909l,403856,404173,317,RepeatMasker,DNA,404083,404497,91,0.29
ptg005966l,8444905,8445199,294,RepeatMasker,DNA,8445039,8445242,161,0.55
ptg006045l,154074,154403,329,RepeatMasker,DNA,154166,154805,238,0.72
ptg006045l,154074,154403,329,RepeatMasker,DNA,154245,154805,159,0.48
ptg006058l,179692,180017,325,RepeatMasker,DNA,179755,180003,249,0.77
ptg006104l,1950465,1950760,295,RepeatMasker,DNA,1950193,1950740,275,0.93
ptg006104l,1950465,1950760,295,RepeatMasker,DNA,1950268,1950831,295,1.00
ptg006104l,3926361,3926672,311,RepeatMasker,DNA,3925149,3926453,92,0.30
ptg006122l,673493,673788,295,RepeatMasker,DNA,673221,673917,295,1.00
ptg006130l,1416723,1417035,312,RepeatMasker,DNA,1417013,1417059,23,0.07
ptg006153l,4240069,4240363,294,RepeatMasker,DNA,4240297,4240440,67,0.23
ptg006156l,3563866,3564212,346,RepeatMasker,DNA,3563829,3563897,31,0.09
ptg006197l,30296,30584,288,RepeatMasker,DNA,30246,31132,288,1.00
ptg006212l,211783,212091,308,RepeatMasker,DNA,211931,212132,161,0.52
ptg006218l,876906,877202,296,RepeatMasker,DNA,877042,877244,161,0.54
ptg006233l,1009451,1009754,303,RepeatMasker,DNA,1009413,1010423,303,1.00
ptg006233l,1980840,1981121,281,RepeatMasker,DNA,1980793,1981208,281,1.00
ptg006272l,2216029,2216358,329,RepeatMasker,DNA,2216045,2216760,314,0.95
ptg006289l,6260063,6260379,316,RepeatMasker,DNA,6260319,6260375,57,0.18
ptg006293l,1295722,1296050,328,RepeatMasker,DNA,1295682,1296388,328,1.00
ptg006297l,623829,624098,269,RepeatMasker,DNA,624056,624163,43,0.16
ptg006302l,368080,368386,306,RepeatMasker,DNA,368324,368382,59,0.19
ptg006320l,1186463,1186789,326,RepeatMasker,DNA,1186658,1186868,132,0.40
ptg006353l,1057273,1057593,320,RepeatMasker,DNA,1056796,1057423,150,0.47
ptg006353l,1057273,1057593,320,RepeatMasker,DNA,1056808,1057294,21,0.07
ptg006380l,1966575,1966859,284,RepeatMasker,DNA,1966516,1966778,203,0.71
ptg006389l,4282463,4282758,295,RepeatMasker,DNA,4282191,4282738,275,0.93
ptg006389l,4282463,4282758,295,RepeatMasker,DNA,4282266,4282828,295,1.00
ptg006393l,448840,449163,323,RepeatMasker,DNA,447413,448924,84,0.26
ptg006394l,259040,259345,305,RepeatMasker,DNA,259323,259369,23,0.08
ptg006439l,1012487,1012778,291,RepeatMasker,DNA,1011244,1013724,291,1.00
ptg006439l,1809121,1809416,295,RepeatMasker,DNA,1808849,1809396,275,0.93
ptg006439l,1809121,1809416,295,RepeatMasker,DNA,1808897,1809487,295,1.00
ptg006449l,772830,773115,285,RepeatMasker,DNA,772881,773005,125,0.44
ptg006465l,123631,123900,269,RepeatMasker,DNA,123707,123794,88,0.33
ptg006465l,2251431,2251742,311,RepeatMasker,DNA,2251674,2251819,69,0.22
ptg006473l,186932,187209,277,RepeatMasker,DNA,187103,187453,107,0.39
ptg006473l,1356071,1356359,288,RepeatMasker,DNA,1356292,1356355,64,0.22
ptg006521l,885205,885518,313,RepeatMasker,DNA,884860,885325,120,0.38
ptg006525l,2773058,2773357,299,RepeatMasker,DNA,2773326,2773528,32,0.11
ptg006529l,1030293,1030586,293,RepeatMasker,DNA,1030403,1030616,184,0.63
ptg006550l,634228,634508,280,RepeatMasker,DNA,632353,634320,92,0.33
ptg006566l,109391,109728,337,RepeatMasker,DNA,109501,109636,136,0.40
ptg006576l,1306735,1307032,297,RepeatMasker,DNA,1306738,1307019,282,0.95
ptg006589l,3319981,3320269,288,RepeatMasker,DNA,3320036,3320111,76,0.26
ptg006589l,3319981,3320269,288,RepeatMasker,DNA,3320216,3320309,54,0.19
ptg006598l,792245,792538,293,RepeatMasker,DNA,791820,792489,244,0.83
ptg006602l,205571,205857,286,RepeatMasker,DNA,205751,206211,107,0.37
ptg006640l,1161777,1162067,290,RepeatMasker,DNA,1161375,1161869,92,0.32
ptg006682l,459432,459726,294,RepeatMasker,DNA,459567,459771,160,0.54
ptg006687l,525292,525587,295,RepeatMasker,DNA,525563,525758,25,0.08
ptg006691l,351587,351876,289,RepeatMasker,DNA,351780,352229,97,0.34
ptg006703l,1902109,1902395,286,RepeatMasker,DNA,1902102,1902207,98,0.34
ptg006711l,3147074,3147350,276,RepeatMasker,DNA,3146429,3147166,92,0.33
ptg006711l,3174476,3174757,281,RepeatMasker,DNA,3174598,3174795,160,0.57
ptg006735l,1419005,1419270,265,RepeatMasker,DNA,1418082,1419136,131,0.49
ptg006788l,5554309,5554592,283,RepeatMasker,DNA,5554260,5554326,17,0.06
ptg006838l,1595195,1595492,297,RepeatMasker,DNA,1594805,1595291,96,0.32
ptg006899l,1542176,1542499,323,RepeatMasker,DNA,1542450,1542602,50,0.15
ptg006899l,2446731,2447046,315,RepeatMasker,DNA,2446922,2447076,125,0.40
ptg006900l,5770899,5771226,327,RepeatMasker,DNA,5770854,5771386,327,1.00
ptg006900l,10279313,10279598,285,RepeatMasker,DNA,10278534,10279406,93,0.33
ptg006917l,1915150,1915451,301,RepeatMasker,DNA,1915417,1915585,35,0.12
ptg006949l,92217,92499,282,RepeatMasker,DNA,91983,92695,282,1.00
ptg006980l,77206,77486,280,RepeatMasker,DNA,77326,77525,161,0.58
ptg006980l,84339,84633,294,RepeatMasker,DNA,84472,84672,162,0.55
ptg007004l,1642744,1643024,280,RepeatMasker,DNA,1642991,1643054,34,0.12
ptg007004l,4664364,4664637,273,RepeatMasker,DNA,4664637,4664695,1,0.00
ptg007028l,79438,79734,296,RepeatMasker,DNA,79575,79768,160,0.54
ptg007031l,485670,485949,279,RepeatMasker,DNA,485790,485990,160,0.57
ptg007040l,176858,177158,300,RepeatMasker,DNA,177074,177231,85,0.28
ptg007049l,1181815,1182128,313,RepeatMasker,DNA,1181777,1182774,313,1.00
ptg007057l,246941,247249,308,RepeatMasker,DNA,247090,247292,160,0.52
ptg007062l,1100874,1101169,295,RepeatMasker,DNA,1100602,1101149,275,0.93
ptg007062l,1100874,1101169,295,RepeatMasker,DNA,1100678,1101240,295,1.00
ptg007063l,223005,223306,301,RepeatMasker,DNA,221451,223109,104,0.35
ptg007063l,1336826,1337104,278,RepeatMasker,DNA,1336516,1336907,81,0.29
ptg007088l,1153118,1153429,311,RepeatMasker,DNA,1152990,1153231,113,0.36
ptg007131l,2098900,2099179,279,RepeatMasker,DNA,2099020,2099217,160,0.57
ptg007131l,2106078,2106358,280,RepeatMasker,DNA,2106199,2106396,160,0.57
ptg007149l,558753,559051,298,RepeatMasker,DNA,558970,559699,82,0.28
ptg007212l,646144,646479,335,RepeatMasker,DNA,646468,646583,12,0.04
ptg007218l,2710961,2711246,285,RepeatMasker,DNA,2710216,2711106,145,0.51
ptg007267l,1316215,1316494,279,RepeatMasker,DNA,1315894,1316308,93,0.33
ptg007274l,252327,252645,318,RepeatMasker,DNA,252557,252808,89,0.28
ptg007274l,252327,252645,318,RepeatMasker,DNA,252645,252836,1,0.00
ptg007295l,4442439,4442726,287,RepeatMasker,DNA,4442063,4442691,252,0.88
ptg007313l,673850,674158,308,RepeatMasker,DNA,674086,674314,73,0.24
ptg007318l,832362,832644,282,RepeatMasker,DNA,832554,832816,91,0.32
ptg007405l,739222,739551,329,RepeatMasker,DNA,739314,739953,238,0.72
ptg007406l,156386,156715,329,RepeatMasker,DNA,156402,157061,314,0.95
ptg007406l,524968,525247,279,RepeatMasker,DNA,524728,525443,279,1.00
ptg007412l,625623,625903,280,RepeatMasker,DNA,625743,625945,161,0.58
ptg007428l,562530,562859,329,RepeatMasker,DNA,562487,563513,329,1.00
ptg007458l,150576,150863,287,RepeatMasker,DNA,150837,150946,27,0.09
ptg007472l,538359,538679,320,RepeatMasker,DNA,538619,538675,57,0.18
ptg007473l,1777932,1778213,281,RepeatMasker,DNA,1777883,1778029,97,0.35
ptg007473l,1777932,1778213,281,RepeatMasker,DNA,1777904,1778123,191,0.68
ptg007526l,593604,593904,300,RepeatMasker,DNA,592829,593781,177,0.59
ptg007535l,136455,136736,281,RepeatMasker,DNA,136212,136746,281,1.00
ptg007535l,136455,136736,281,RepeatMasker,DNA,136279,136830,281,1.00
ptg007550l,848348,848670,322,RepeatMasker,DNA,848539,848700,132,0.41
ptg007556l,136668,136949,281,RepeatMasker,DNA,136790,136987,160,0.57
ptg007586l,1595807,1596129,322,RepeatMasker,DNA,1596068,1596125,58,0.18
ptg007610l,126198,126511,313,RepeatMasker,DNA,126424,126722,88,0.28
ptg007626l,62839,63147,308,RepeatMasker,DNA,62621,62897,58,0.19
ptg007633l,3803058,3803383,325,RepeatMasker,DNA,3802862,3803448,325,1.00
ptg007633l,3803058,3803383,325,RepeatMasker,DNA,3802863,3803639,325,1.00
ptg007636l,200821,201141,320,RepeatMasker,DNA,199253,201022,201,0.63
ptg007636l,328705,329032,327,RepeatMasker,DNA,329011,329328,22,0.07
ptg007661l,427821,428101,280,RepeatMasker,DNA,427884,428237,218,0.78
ptg007661l,1204471,1204751,280,RepeatMasker,DNA,1204592,1204795,160,0.57
ptg007691l,1464139,1464420,281,RepeatMasker,DNA,1464261,1464459,160,0.57
ptg007791l,295087,295414,327,RepeatMasker,DNA,295049,295645,327,1.00
ptg007807l,2664004,2664301,297,RepeatMasker,DNA,2663752,2664110,106,0.36
ptg007811l,429378,429663,285,RepeatMasker,DNA,429552,429719,112,0.39
ptg007842l,3224337,3224654,317,RepeatMasker,DNA,3224632,3224678,23,0.07
ptg007869l,351477,351801,324,RepeatMasker,DNA,351786,351879,16,0.05
ptg007882l,801383,801699,316,RepeatMasker,DNA,801539,801589,51,0.16
ptg007882l,801383,801699,316,RepeatMasker,DNA,801613,802551,87,0.28
ptg007907l,51747,52029,282,RepeatMasker,DNA,51870,52067,160,0.57
ptg007953l,3565226,3565525,299,RepeatMasker,DNA,3565492,3565695,34,0.11
ptg007954l,816576,816865,289,RepeatMasker,DNA,814856,816685,109,0.38
ptg007969l,73065,73347,282,RepeatMasker,DNA,73040,73120,55,0.20
ptg008060l,561130,561416,286,RepeatMasker,DNA,559847,561315,185,0.65
ptg008064l,107019,107314,295,RepeatMasker,DNA,106946,107385,295,1.00
ptg008094l,615856,616168,312,RepeatMasker,DNA,615414,616549,312,1.00
ptg008101l,625257,625562,305,RepeatMasker,DNA,623825,626989,305,1.00
ptg008106l,1988217,1988511,294,RepeatMasker,DNA,1988474,1988522,38,0.13
ptg008190l,942368,942681,313,RepeatMasker,DNA,942659,942705,23,0.07
ptg008216l,1337259,1337548,289,RepeatMasker,DNA,1337016,1337481,222,0.77
ptg008220l,1330061,1330350,289,RepeatMasker,DNA,1330350,1330398,1,0.00
ptg008231l,926322,926602,280,RepeatMasker,DNA,926569,926756,34,0.12
ptg008234l,789524,789820,296,RepeatMasker,DNA,788073,789610,86,0.29
ptg008275l,1033697,1034009,312,RepeatMasker,DNA,1033842,1035271,168,0.54
ptg008280l,805067,805349,282,RepeatMasker,DNA,805289,805345,57,0.20
ptg008299l,35252,35532,280,RepeatMasker,DNA,35372,35577,161,0.58
ptg008320l,15985,16280,295,RepeatMasker,DNA,15761,16260,275,0.93
ptg008320l,15985,16280,295,RepeatMasker,DNA,15788,16348,295,1.00
ptg008392l,293327,293655,328,RepeatMasker,DNA,293282,294284,328,1.00
ptg008392l,441720,442049,329,RepeatMasker,DNA,441737,442451,313,0.95
ptg008403l,2522039,2522321,282,RepeatMasker,DNA,2521862,2522442,282,1.00
ptg008413l,5271417,5271732,315,RepeatMasker,DNA,5271706,5271756,27,0.09
ptg008413l,6202400,6202716,316,RepeatMasker,DNA,6202591,6202747,126,0.40
ptg008415l,1200834,1201115,281,RepeatMasker,DNA,1200955,1201155,161,0.57
ptg008425l,2889775,2890059,284,RepeatMasker,DNA,2889301,2889868,93,0.33
ptg008436l,787930,788235,305,RepeatMasker,DNA,785958,788185,255,0.84
ptg008444l,524582,524875,293,RepeatMasker,DNA,524822,524905,54,0.18
ptg008451l,1110062,1110390,328,RepeatMasker,DNA,1110125,1111049,266,0.81
ptg008452l,1193715,1194026,311,RepeatMasker,DNA,1193002,1196753,311,1.00
ptg008454l,298276,298570,294,RepeatMasker,DNA,298207,298393,117,0.40
ptg008454l,298276,298570,294,RepeatMasker,DNA,298250,298332,56,0.19
ptg008516l,34195,34475,280,RepeatMasker,DNA,34315,34519,161,0.58
ptg008547l,1803114,1803371,257,RepeatMasker,DNA,1802138,1803159,45,0.18
ptg008604l,175281,175593,312,RepeatMasker,DNA,175571,175617,23,0.07
ptg008611l,847920,848200,280,RepeatMasker,DNA,848040,848237,161,0.58
ptg008623l,847719,847995,276,RepeatMasker,DNA,847835,848038,161,0.58
ptg008672l,276195,276472,277,RepeatMasker,DNA,275743,276287,92,0.33
ptg008700l,3501986,3502259,273,RepeatMasker,DNA,3502224,3502284,36,0.13
ptg008700l,5493178,5493489,311,RepeatMasker,DNA,5493452,5495786,38,0.12
ptg008703l,302619,302932,313,RepeatMasker,DNA,302847,303743,86,0.27
ptg008703l,408813,409108,295,RepeatMasker,DNA,408429,408908,95,0.32
ptg008724l,129233,129514,281,RepeatMasker,DNA,129354,129554,161,0.57
ptg008724l,2226240,2226525,285,RepeatMasker,DNA,2225519,2226349,109,0.38
ptg008764l,437626,437952,326,RepeatMasker,DNA,437580,438065,326,1.00
ptg008780l,1040323,1040636,313,RepeatMasker,DNA,1040614,1040660,23,0.07
ptg008795l,711215,711528,313,RepeatMasker,DNA,711506,711552,23,0.07
ptg008798l,615145,615467,322,RepeatMasker,DNA,615341,615546,127,0.39
ptg008806l,2128154,2128445,291,RepeatMasker,DNA,2128138,2128364,210,0.72
ptg008833l,233327,233623,296,RepeatMasker,DNA,232074,233418,91,0.31
ptg008838l,3080535,3080815,280,RepeatMasker,DNA,3080655,3080866,161,0.58
ptg008873l,404627,404935,308,RepeatMasker,DNA,404905,405110,31,0.10
ptg008960l,758198,758509,311,RepeatMasker,DNA,758504,759260,6,0.02
ptg008970l,823918,824201,283,RepeatMasker,DNA,823383,824009,91,0.32
ptg008973l,170270,170554,284,RepeatMasker,DNA,169526,170367,97,0.34
ptg009054l,634557,634864,307,RepeatMasker,DNA,634704,634906,161,0.52
ptg009076l,502344,502609,265,RepeatMasker,DNA,502172,502412,68,0.26
ptg009076l,502344,502609,265,RepeatMasker,DNA,502286,502528,184,0.69
ptg009076l,502344,502609,265,RepeatMasker,DNA,502398,502639,212,0.80
ptg009076l,502344,502609,265,RepeatMasker,DNA,502520,502742,90,0.34
ptg009141l,1199279,1199592,313,RepeatMasker,DNA,1198537,1199546,267,0.85
ptg009175l,758644,758957,313,RepeatMasker,DNA,758935,758981,23,0.07
ptg009186l,1452068,1452357,289,RepeatMasker,DNA,1451416,1452157,89,0.31
ptg009224l,3928313,3928625,312,RepeatMasker,DNA,3928509,3928648,117,0.38
ptg009240l,68890,69209,319,RepeatMasker,DNA,68847,69851,319,1.00
ptg009244l,284931,285225,294,RepeatMasker,DNA,284730,285188,257,0.87
ptg009244l,818287,818567,280,RepeatMasker,DNA,818408,818611,160,0.57
ptg009286l,737972,738276,304,RepeatMasker,DNA,738008,738183,176,0.58
ptg009291l,524464,524766,302,RepeatMasker,DNA,524544,524678,135,0.45
